epoch,train_loss,val_loss,train_aupr,val_aupr,train_auroc,val_auroc,lr
1,0.0032176555507110642,0.0027742001444285885,0.014046456582707126,0.004642084353103595,0.8480621936082079,0.7600281120061496,0.001
2,0.002813697095700094,0.0026033554605764744,0.016535784083930874,0.005968639415396833,0.8573303116210087,0.7788440818366378,0.001
3,0.002717292682290262,0.0026378112448259433,0.01878610645400672,0.00514313515412243,0.8680987514587875,0.7758451258817043,0.001
4,0.002669440238224259,0.002634810784864304,0.020769988373717324,0.005506468675072418,0.8723068611419527,0.7821482876980356,0.001
5,0.002640178701701328,0.0026316342699302516,0.023204515852100777,0.006431573255955916,0.8710596292930582,0.7762927025288633,0.001
6,0.002621738745579062,0.0026057936851656546,0.02618934340060981,0.007667095488901029,0.8758276330215001,0.7800858779020223,0.001
7,0.0026028794233592467,0.0026323378582373204,0.02787943228013573,0.00724622887384947,0.878898026856861,0.7800989573281973,0.001
8,0.0025969590945134147,0.0026195356751358458,0.02589552084518053,0.005960972573200411,0.8776290205731814,0.7901733283733801,0.0005
9,0.002544089167114427,0.0026152549649336833,0.03268024370901601,0.005778637437966737,0.8882430271143008,0.7894598109894806,0.0005
10,0.0025284432688776584,0.002620300849710522,0.032567844168653666,0.00589327243108988,0.8892921199805421,0.7924031806490847,0.0005
11,0.002522898965493365,0.0026241060384360627,0.0338082037109695,0.006046394869586771,0.8916425982198031,0.7877294884823272,0.0005
12,0.002512244035552605,0.002647196153613516,0.036250308100226496,0.006357939470668702,0.8906968265711361,0.7888745332523472,0.0005
13,0.002500213430658412,0.002622385643985028,0.03723377726792167,0.006191526891857016,0.8923614935948206,0.7922071285070281,0.0005
14,0.0024951739650620223,0.0026294087113859364,0.03877415093277418,0.005721244689072672,0.8935370534721803,0.7884912701134534,0.00025
15,0.002466543678771585,0.0026222994337376624,0.043657541756656745,0.006390184799810514,0.8986226160817021,0.7939005369542451,0.00025
16,0.0024579891137055192,0.0026100420936967807,0.0439299015938066,0.0071964064960641574,0.8986849498336251,0.7950620132914111,0.00025
17,0.0024543045292124252,0.0026071389471944905,0.04544050708506551,0.006576808310082838,0.899826059782281,0.7950221192692972,0.00025
18,0.0024480810985690487,0.0026212469589695737,0.04582408147328546,0.00628471347369165,0.8998114099195647,0.794766072918444,0.00025
19,0.0024433831384011746,0.0026092170346517863,0.04805687936339465,0.006564099965809269,0.9008742955579239,0.7967410941209888,0.00025
20,0.002436025941751909,0.0026148525200126466,0.04969986504860133,0.006753982107942086,0.9015596109299758,0.80018721656686,0.000125
21,0.002424889641675901,0.002583041870733522,0.05187471324159777,0.006871992039740158,0.903561348317105,0.8028165128975802,0.000125
