epoch,train_loss,val_loss,train_aupr,val_aupr,train_auroc,val_auroc,lr
1,0.0034322290991249844,0.002826228809491644,0.02538475630730852,0.0068220920394242174,0.8575809120420271,0.79036801021101,0.001
2,0.0029960801559263915,0.002883754605217957,0.03177498461143196,0.006952581647408583,0.8649228382252536,0.7914382974731203,0.001
3,0.002878750998502491,0.002833311560367198,0.037153097495009994,0.006348367680362558,0.8769216797556504,0.7882063064974316,0.001
4,0.002819035393486023,0.00282562178052617,0.04101307986081449,0.00645280427233822,0.8808234361372501,0.7917222569013816,0.001
5,0.002790087531463434,0.0028729241529018277,0.04175070541872778,0.00609106548991458,0.8802291542542325,0.7879452771805003,0.001
6,0.0027609197125429974,0.002939794647791167,0.039780331417369925,0.006555441591419675,0.8847708272933766,0.7938865010030447,0.001
7,0.00275592649066116,0.00283323275725783,0.04552199109553231,0.006200458633528394,0.8887794489555298,0.7897297354841336,0.001
8,0.002730273570885078,0.0028854406010289505,0.045221644977791756,0.005479306977734971,0.8875271312907556,0.7830905666827711,0.001
9,0.0027262054669838524,0.0029089930629444894,0.04900733465826944,0.00509349832766128,0.891421679159586,0.7763477615947754,0.001
10,0.002706523295889467,0.002844967961682158,0.050938136391431375,0.007872980941622249,0.888967474430266,0.8000291216411007,0.0005
11,0.002650640046723599,0.0029521931603467785,0.05682404937016497,0.005944033342740887,0.8977520543410671,0.7903324692046338,0.0005
12,0.0026503588833075684,0.002972085951632959,0.05669316578210425,0.006103141243092923,0.8980269424537087,0.786525668791805,0.0005
13,0.002639028246787647,0.002876061619500189,0.06045890482879056,0.007159899473446772,0.9005554288685548,0.7980303225340666,0.0005
14,0.0026314815869906607,0.0029223370413741104,0.06330783827271833,0.0059284080654571055,0.9029548105033998,0.7859676272483944,0.0005
15,0.0026207399175306166,0.002908494536293097,0.06384128191316463,0.005400084264422791,0.9037766426659297,0.7853650267650314,0.0005
16,0.002610096750853428,0.002886135848783605,0.06443588006780764,0.005780302069138924,0.9034994878373458,0.7905314455454846,0.00025
17,0.0025941362686359424,0.0029242167950421067,0.07015864279006234,0.006566015509992864,0.9071138250227316,0.7870701268090672,0.00025
18,0.002568877838279296,0.002943491929493927,0.07217042741374008,0.005978166796528762,0.9083537613346386,0.7879338720815471,0.00025
19,0.0025683153727110897,0.002856915498316059,0.07120082755399526,0.00659015896207878,0.9091434978707496,0.7924401208322269,0.00025
20,0.0025558072695794328,0.002945436417859262,0.07350340604218947,0.005752568895116373,0.9097466410834809,0.7879387996350085,0.00025
21,0.0025637028139254164,0.002904905930940082,0.07513584371003242,0.006306508947332404,0.9098734320751143,0.790274040278688,0.00025
22,0.00255431402810927,0.002855129840639716,0.07648717374867235,0.006874264000926918,0.9106872055316226,0.7938668307603407,0.000125
23,0.002534128260053066,0.002909347141657784,0.07888397311793942,0.006542823555485772,0.9124072372701125,0.7917147689742653,0.000125
24,0.0025272177440040806,0.002883183898779751,0.07986238600823461,0.006717324138055881,0.9132113785587535,0.7938318915417015,0.000125
25,0.0025216813503379015,0.0028541136133248507,0.08114505165520428,0.007270831229094541,0.913176012501784,0.7918944303714446,0.000125
