epoch,train_loss,val_loss,train_aupr,val_aupr,train_auroc,val_auroc,lr
1,0.0027511202181284868,0.001302722469984031,0.024726727292319967,0.0034083467888952304,0.8661296764443851,0.8213133463783028,0.00016259805345098953
2,0.0024874582862236673,0.0013188607753171586,0.03966890756485064,0.004042668381153511,0.8755060440828731,0.8285606418293983,0.00016259805345098953
3,0.0024391516122804244,0.0012805965990697655,0.04243798897689621,0.0038813501194433254,0.8833824838088105,0.8297175521228215,0.00016259805345098953
4,0.0023945385814965942,0.0012737287195117727,0.04532065271649296,0.003918184683833169,0.8914533012235655,0.8235096188794824,0.00016259805345098953
5,0.0023634307905071746,0.0012723169316697235,0.05488678582287271,0.004077591145771506,0.8955484264439815,0.8230144300523015,0.00016259805345098953
6,0.0023327583146911064,0.0012797227466664278,0.05466312743126976,0.0037341658377256764,0.8974563505460316,0.8275389989249329,0.00016259805345098953
7,0.002320382911966511,0.0013360094581036427,0.05719763405849079,0.0036111390343539604,0.9013704463814073,0.821435919080399,0.00016259805345098953
8,0.002307511208507991,0.0012635306039928264,0.06435281671848261,0.004908249659038413,0.9044186845353646,0.8310188448348331,0.00016259805345098953
9,0.0022889548080529433,0.0013162905419889437,0.06855857829499223,0.0036514096908020336,0.9065350007332953,0.820203744310986,0.00016259805345098953
10,0.002274881687779418,0.0012840209110255968,0.06700869351872357,0.004231164444158215,0.9089823891139919,0.8267266830251763,0.00016259805345098953
11,0.0022576019502082907,0.0013660132858599324,0.0682076102466234,0.003753319737705654,0.9123581144949873,0.8288419723296687,0.00016259805345098953
12,0.002244113407562303,0.0013221612251557218,0.073915683101986,0.0036272561355651556,0.9141052353761787,0.8142150825347598,0.00016259805345098953
13,0.002237102015870041,0.0012961733804705735,0.07496323707884743,0.0038689729793941786,0.9172205144304364,0.8273409478405,0.00016259805345098953
14,0.0022269609255819805,0.0014114465012277186,0.07504081453552118,0.0033268458125779,0.9177584792421979,0.8101726236441109,8.129902672549476e-05
15,0.0021697422385827635,0.0013229721182064246,0.0851357063381286,0.0036768129597639456,0.9239464006317569,0.8151667518712397,8.129902672549476e-05
16,0.0021653500842148837,0.0013936840811317372,0.09126401390998987,0.00357094798987105,0.92669290103653,0.8220751585530592,8.129902672549476e-05
17,0.002146027095091654,0.0013767415106174564,0.09396811125068816,0.0037901244844401596,0.92692854719677,0.8233148200446068,8.129902672549476e-05
18,0.0021387417228236135,0.0014384201665789513,0.09403154721812457,0.0033062774094823996,0.9291432783153777,0.8097553971321498,8.129902672549476e-05
19,0.002134638952319594,0.0014684269723893716,0.0928538248420521,0.003431215853942596,0.9296995219449523,0.813517097394598,8.129902672549476e-05
20,0.0021240096870918414,0.0013570401160582673,0.09495804882313479,0.0035155395283610925,0.9311205380419494,0.8125359439057583,4.064951336274738e-05
21,0.0020975479821731184,0.0014220700072818035,0.10469183381490875,0.0035385254014277255,0.9330809174796303,0.816085964193684,4.064951336274738e-05
22,0.0020964425498448624,0.0014199175853109153,0.11015759155951951,0.0034520343611150034,0.9343978847177616,0.8135974039487601,4.064951336274738e-05
23,0.0020849095444434584,0.0013752927414261407,0.1108640912298341,0.0034666743925041424,0.9364081974964485,0.810052150716561,4.064951336274738e-05
