epoch,train_loss,val_loss,train_aupr,val_aupr,train_auroc,val_auroc,lr
1,0.002523053291854999,0.002643715438568611,0.03213184713813164,0.011197943780815284,0.8667993903251741,0.7674261747763034,0.00016259805345098953
2,0.0022834636643447935,0.0025811783862335316,0.03632638601050862,0.012149089982536892,0.8762572287782073,0.7740921148528646,0.00016259805345098953
3,0.002236155004199469,0.0026187694826584626,0.03812054439429076,0.011294758876252167,0.8801748458910583,0.7656754300378246,0.00016259805345098953
4,0.0022094043414229506,0.0025731810451143588,0.0443574010897706,0.012376373364386399,0.8910443123443847,0.7748128620993567,0.00016259805345098953
5,0.0021783713762364054,0.002555373630971753,0.04660582451081415,0.014739205141166877,0.8927390102935857,0.7702963839005978,0.00016259805345098953
6,0.002157600404427577,0.002568680314744378,0.04538439630122097,0.010606113120557342,0.8960293365467957,0.7843163147454681,0.00016259805345098953
7,0.002126671742140274,0.0026094345335109367,0.055432278755888326,0.010407988723873439,0.9007397962743416,0.7769625323231044,0.00016259805345098953
8,0.00211940251039622,0.0026697094879632446,0.05310093652383547,0.010978613795396148,0.9043765027225162,0.7755428198090608,0.00016259805345098953
9,0.002097244751663834,0.002629834171187325,0.05479847616536354,0.011693405222314796,0.9035456351287083,0.7563711836329715,0.00016259805345098953
10,0.002091349924701236,0.0025782769036816447,0.06005712048217708,0.013590825516784673,0.9094246315773197,0.7770159199888673,0.00016259805345098953
11,0.0020720381079771364,0.0025976759697239242,0.06310460336787461,0.012028526098225335,0.9135598332016852,0.7768847642506661,8.129902672549476e-05
12,0.00202680103458611,0.0025729563746042026,0.07333449855084273,0.012932655441666024,0.9188214711741457,0.7836854373260016,8.129902672549476e-05
13,0.0020094658663157576,0.0026139371546570127,0.07711559832753735,0.011826526682148085,0.9217183523847364,0.7766816701954442,8.129902672549476e-05
14,0.0020045949857840977,0.0026068099217767715,0.07472486881393048,0.011320874849491801,0.9223669798235496,0.7855088476267825,8.129902672549476e-05
15,0.0019979676296068474,0.0026354647993450287,0.08047558830880087,0.010460174583109466,0.9247101616912465,0.7755875139454196,8.129902672549476e-05
16,0.0019858024745346282,0.0025747735860534066,0.0852529440770142,0.014408543967835077,0.9262552081546889,0.780578309378791,8.129902672549476e-05
17,0.0019821168064034825,0.002627446844155724,0.08284512774127971,0.012990473132462354,0.9246275929624572,0.7795706815585535,4.064951336274738e-05
18,0.0019482629390908971,0.002627872587829441,0.0900962635873836,0.013235206791837319,0.9308629141709315,0.7812166204243496,4.064951336274738e-05
19,0.001944559400519736,0.002648050131744955,0.09323042914630701,0.012571532176646793,0.9319657093534509,0.7763979836043534,4.064951336274738e-05
20,0.001931461679659571,0.0026193153554548245,0.09272637879475579,0.013016652666202421,0.9327723356853317,0.7813826210391668,4.064951336274738e-05
